Gene_set	Z_score(n-LEGO)	P_value(n-LEGO)	Z_score(e-LEGO)	P_value(e-LEGO)	gsSize	gsSize_net	intSize	intSize_net	overlapSize	InterestingGeneListID
516	-0.274389	0.608114	-0.732313	0.768241	17	13	158	148	0	2
517	-0.278064	0.609526	-0.752262	0.774311	19	15	158	148	0	2
518	-0.288745	0.613620	-0.333253	0.630541	27	23	158	148	0	2
519	-0.233505	0.592320	-0.207059	0.582022	23	19	158	148	0	2
520	-0.177311	0.570370	0.840865	0.200212	91	72	158	148	1	2
521	-0.503316	0.692681	-0.649921	0.742268	137	114	158	148	1	2
522	-0.326614	0.628032	-0.704364	0.759592	36	31	158	148	0	2
523	-0.181850	0.572152	-0.180518	0.571630	13	11	158	148	0	2
524	-0.357444	0.639636	0.508337	0.305608	15	14	158	148	0	2
525	1.883932	0.029787	-0.365351	0.642593	16	11	158	148	1	2
526	-0.203442	0.580609	-0.563025	0.713370	23	17	158	148	0	2
527	-0.429295	0.666175	-0.877959	0.810528	58	54	158	148	0	2
528	-0.261000	0.602960	-0.961257	0.832567	27	22	158	148	0	2
529	-0.425511	0.664797	-0.911689	0.819642	127	98	158	148	0	2
530	5.565669	0.000000	0.543156	0.293511	20	19	158	148	1	2
531	0.674691	0.249936	-0.114926	0.545749	12	9	158	148	1	2
532	-0.242115	0.595659	-0.405363	0.657419	15	12	158	148	0	2
533	-0.533524	0.703229	-0.497961	0.690794	51	44	158	148	0	2
534	-0.234329	0.592640	-1.156931	0.878265	25	21	158	148	0	2
535	-0.411824	0.659791	-0.108726	0.543291	22	21	158	148	0	2
536	-0.253533	0.600078	1.998599	0.022826	17	14	158	148	0	2
537	-0.223519	0.588438	-0.652288	0.743034	26	20	158	148	0	2
538	-0.369439	0.644118	0.708961	0.239174	16	11	158	148	0	2
539	2.613100	0.004486	0.641663	0.260546	198	165	158	148	4	2
540	-0.242173	0.595682	1.744924	0.040499	12	11	158	148	0	2
541	0.142639	0.443288	0.596876	0.275295	27	24	158	148	1	2
542	-0.211601	0.583794	-1.279830	0.902900	18	15	158	148	0	2
543	0.729809	0.232753	-0.272411	0.607354	10	8	158	148	1	2
544	-0.302777	0.618980	1.041123	0.148909	11	8	158	148	0	2
545	-0.383037	0.649174	-0.692553	0.755886	205	167	158	148	2	2
546	-0.014103	0.505626	0.745745	0.227911	21	16	158	148	1	2
547	-0.193952	0.576896	2.785540	0.002672	10	7	158	148	0	2
548	-0.254621	0.600498	-0.310699	0.621996	30	24	158	148	0	2
549	-0.245895	0.597123	-0.148493	0.559025	31	22	158	148	0	2
550	-0.315731	0.623908	0.855549	0.196124	12	9	158	148	0	2
551	-0.279147	0.609942	-0.974271	0.835868	38	32	158	148	0	2
552	-0.202222	0.580132	2.918683	0.001758	14	11	158	148	0	2
553	-0.242725	0.595896	-0.952329	0.830280	20	17	158	148	0	2
554	-0.303902	0.619408	-0.027623	0.511018	26	24	158	148	0	2
555	-0.261483	0.603146	-0.262556	0.603560	12	12	158	148	0	2
556	-0.246613	0.597401	-0.072485	0.528892	19	15	158	148	0	2
557	-0.230180	0.591029	-0.197047	0.578108	12	9	158	148	0	2
558	-0.216509	0.585708	0.421319	0.336761	11	9	158	148	0	2
559	-0.220294	0.587183	0.374157	0.354144	48	37	158	148	1	2
560	-0.190928	0.575712	-0.036580	0.514590	10	9	158	148	0	2
561	-0.299849	0.617863	0.004380	0.498253	49	43	158	148	1	2
562	-0.355555	0.638929	0.549357	0.291380	33	24	158	148	0	2
563	-0.181278	0.571928	-0.094898	0.537803	18	16	158	148	0	2
564	-0.077756	0.530989	0.084200	0.466449	31	29	158	148	1	2
565	-0.306382	0.620353	-0.198394	0.578635	11	8	158	148	0	2
566	0.332201	0.369869	0.851712	0.197187	30	27	158	148	1	2
567	4.821247	0.000001	3.095175	0.000984	13	11	158	148	1	2
568	1.021763	0.153447	-0.139457	0.555457	11	9	158	148	1	2
569	1.594548	0.055407	0.321254	0.374009	52	47	158	148	2	2
570	0.178895	0.429010	1.825182	0.033987	111	97	158	148	3	2
571	-0.311908	0.622455	-1.053022	0.855038	16	15	158	148	0	2
572	-0.422454	0.663681	-0.386403	0.650422	21	20	158	148	0	2
573	-0.357444	0.639636	-0.164726	0.565422	15	14	158	148	0	2
574	-0.254758	0.600551	-0.501471	0.692031	44	33	158	148	0	2
575	-0.550904	0.709223	2.586397	0.004849	91	76	158	148	0	2
576	0.274643	0.391795	-0.045763	0.518250	82	74	158	148	1	2
577	-0.239196	0.594528	-0.781514	0.783054	25	23	158	148	0	2
578	-0.534316	0.703504	-0.450985	0.674035	48	42	158	148	0	2
579	-0.212251	0.584048	-0.640527	0.739217	12	11	158	148	0	2
580	-0.219090	0.586714	-0.206150	0.581667	10	7	158	148	0	2
581	-0.233933	0.592486	-0.068372	0.527255	20	16	158	148	0	2
582	-0.308803	0.621275	-0.083488	0.533269	23	18	158	148	0	2
583	-0.246608	0.597399	-0.624680	0.734029	24	23	158	148	0	2
584	-0.251939	0.599462	1.592513	0.055635	13	12	158	148	0	2
585	-0.246056	0.597186	-0.029306	0.511690	12	12	158	148	0	2
586	-0.180102	0.571466	-0.728861	0.767182	9	6	158	148	0	2
587	-0.252501	0.599679	-0.957953	0.831722	38	27	158	148	0	2
588	-0.319090	0.625182	0.073348	0.470764	26	21	158	148	0	2
589	-0.279237	0.609976	1.299666	0.096858	25	22	158	148	1	2
590	-0.829240	0.796911	-0.612656	0.730058	140	105	158	148	0	2
591	-0.215189	0.585194	-0.858309	0.805100	10	7	158	148	0	2
592	-0.389624	0.651614	-0.028160	0.511233	54	46	158	148	0	2
593	-0.245194	0.596852	-0.823235	0.795195	13	11	158	148	0	2
594	-0.375934	0.646536	-0.534503	0.703568	37	30	158	148	0	2
595	-0.256429	0.601196	-0.150408	0.559780	30	23	158	148	0	2
596	-0.181726	0.572104	-0.893320	0.814711	12	9	158	148	0	2
597	-0.182362	0.572353	-0.843700	0.801008	38	28	158	148	1	2
598	-0.139670	0.555541	0.046579	0.481424	15	12	158	148	1	2
599	4.238415	0.000011	0.780143	0.217653	84	50	158	148	3	2
600	-0.328306	0.628672	-0.389438	0.651545	16	16	158	148	0	2
601	0.160431	0.436271	1.453174	0.073088	15	13	158	148	1	2
602	-0.318094	0.624804	-0.589074	0.722188	14	14	158	148	0	2
603	-0.259486	0.602376	-0.493378	0.689176	21	20	158	148	0	2
604	-0.245384	0.596926	-0.109494	0.543596	17	14	158	148	0	2
605	-0.363272	0.641816	-0.346646	0.635586	27	26	158	148	0	2
606	-0.552043	0.709614	-0.816707	0.793321	352	275	158	148	0	2
607	0.166452	0.433901	-0.216360	0.585650	89	69	158	148	2	2
608	-0.540890	0.705776	-0.736602	0.769553	54	41	158	148	0	2
609	-0.622019	0.733152	-0.488025	0.687280	200	164	158	148	1	2
610	1.837662	0.033056	2.658427	0.003925	89	49	158	148	3	2
611	-0.254698	0.600528	0.103924	0.458615	18	16	158	148	0	2
612	-0.205876	0.581559	-1.115544	0.869289	10	2	158	148	0	2
613	-0.211658	0.583817	0.949967	0.171065	12	10	158	148	0	2
614	-0.454013	0.675126	-0.466381	0.679568	139	116	158	148	0	2
615	3.989317	0.000033	5.547110	0.000000	10	10	158	148	1	2
616	-0.532874	0.703004	0.960456	0.168413	186	159	158	148	1	2
617	-0.218627	0.586534	0.719222	0.236002	14	11	158	148	0	2
618	0.701228	0.241580	-0.167543	0.566531	13	8	158	148	1	2
619	-0.301692	0.618566	-0.313365	0.623009	16	11	158	148	0	2
620	-0.383762	0.649443	-0.884635	0.812352	79	68	158	148	2	2
621	-0.535611	0.703952	-0.329085	0.628967	49	45	158	148	0	2
622	-0.412336	0.659979	-0.531120	0.702396	51	40	158	148	0	2
623	-0.180090	0.571461	-0.312516	0.622686	10	7	158	148	0	2
624	-0.246300	0.597281	0.910694	0.181228	12	9	158	148	0	2
625	-0.198229	0.578570	4.566898	0.000002	15	14	158	148	0	2
626	-0.360437	0.640757	-0.350462	0.637019	43	37	158	148	0	2
627	-0.262958	0.603715	-0.655114	0.743947	11	9	158	148	0	2
628	5.590046	0.000000	5.680806	0.000000	15	13	158	148	1	2
629	-0.536394	0.704223	-0.381783	0.648709	58	48	158	148	0	2
630	-0.653197	0.743328	-1.075598	0.860282	105	84	158	148	0	2
631	-0.621810	0.733084	1.131126	0.129001	279	244	158	148	1	2
632	-0.190925	0.575711	0.748921	0.226952	11	8	158	148	0	2
633	-0.044308	0.517671	-0.692476	0.755862	30	25	158	148	1	2
634	-0.424797	0.664536	-0.524415	0.700065	70	56	158	148	0	2
635	-0.352372	0.637736	-0.334685	0.631082	33	31	158	148	0	2
636	0.431624	0.333007	0.009805	0.496089	60	50	158	148	1	2
637	-0.057091	0.522764	1.426975	0.076794	34	26	158	148	1	2
638	-0.030676	0.512236	0.278619	0.390269	81	67	158	148	1	2
639	-0.262936	0.603706	-0.432847	0.667467	31	27	158	148	0	2
640	-0.249624	0.598567	-0.423321	0.663998	15	14	158	148	0	2
641	-0.041481	0.516544	-0.731565	0.768012	20	18	158	148	1	2
642	2.308634	0.010482	0.948142	0.171528	29	24	158	148	1	2
643	-0.310911	0.622076	-0.711811	0.761913	15	14	158	148	0	2
644	1.703129	0.044272	0.974400	0.164929	153	79	158	148	2	2
645	3.444302	0.000286	0.881585	0.189001	14	12	158	148	1	2
646	-0.407333	0.658143	-0.865903	0.807208	30	26	158	148	0	2
647	-0.252432	0.599652	-0.978034	0.836816	14	10	158	148	0	2
648	-0.490425	0.688131	-0.381665	0.648665	920	657	158	148	7	2
649	-0.104528	0.541626	2.978705	0.001447	188	136	158	148	1	2
650	-0.225780	0.589318	0.022787	0.490910	15	12	158	148	0	2
651	0.408984	0.341276	1.301737	0.096503	305	220	158	148	3	2
652	-0.206305	0.581727	-0.828482	0.796695	13	10	158	148	0	2
653	-0.441617	0.670649	0.806463	0.209988	120	108	158	148	0	2
654	0.143548	0.442929	-0.698951	0.757897	325	257	158	148	2	2
655	-0.351070	0.637247	0.319853	0.374540	34	28	158	148	0	2
656	-0.218748	0.586581	1.459298	0.072242	11	9	158	148	0	2
657	-0.432717	0.667420	-0.208117	0.582435	78	70	158	148	0	2
658	5.472886	0.000000	1.733754	0.041481	66	45	158	148	1	2
659	-0.308562	0.621183	-0.906796	0.818336	21	17	158	148	0	2
660	-0.354976	0.638712	0.543067	0.293542	24	18	158	148	0	2
661	-0.276646	0.608982	-0.183755	0.572900	30	26	158	148	0	2
662	-0.195990	0.577694	1.670524	0.047408	10	7	158	148	0	2
663	-0.194394	0.577069	0.957031	0.169276	10	10	158	148	0	2
664	-0.221887	0.587803	0.432693	0.332619	13	13	158	148	0	2
665	-0.288968	0.613706	0.090944	0.463768	25	21	158	148	0	2
666	-0.283533	0.611624	1.132376	0.128738	57	43	158	148	0	2
667	5.668511	0.000000	1.503303	0.066380	59	39	158	148	1	2
668	-0.492564	0.688888	0.760546	0.223464	137	120	158	148	0	2
669	-0.693113	0.756063	-0.585583	0.721014	124	95	158	148	0	2
670	2.131439	0.016526	3.748562	0.000089	133	107	158	148	1	2
671	0.664901	0.253057	-0.967650	0.834193	15	12	158	148	1	2
672	-0.188562	0.574785	-0.227013	0.589797	12	9	158	148	0	2
673	-0.196638	0.577947	1.645569	0.049926	10	8	158	148	0	2
674	-0.330522	0.629510	-0.208282	0.582499	43	39	158	148	0	2
675	-0.264840	0.604440	0.840867	0.200211	16	16	158	148	0	2
676	0.342216	0.366094	-0.521974	0.699215	15	12	158	148	1	2
677	-0.193852	0.576857	-0.219482	0.586867	14	10	158	148	0	2
678	-0.329511	0.629128	-0.223545	0.588449	27	24	158	148	0	2
679	-0.288612	0.613569	-0.003714	0.501482	16	15	158	148	0	2
680	-0.323382	0.626809	-0.260915	0.602927	34	25	158	148	0	2
681	-0.408435	0.658548	-0.265678	0.604763	42	32	158	148	0	2
682	-0.353369	0.638110	-0.255336	0.600774	328	196	158	148	2	2
683	-0.218737	0.586576	-0.496666	0.690337	29	26	158	148	0	2
684	-0.234573	0.592735	0.849366	0.197839	18	16	158	148	0	2
685	-0.228988	0.590565	1.388210	0.082537	10	8	158	148	0	2
686	-0.328610	0.628787	0.037011	0.485238	15	14	158	148	0	2
687	-0.506308	0.693733	1.543111	0.061402	413	353	158	148	3	2
688	-0.213769	0.584640	-0.685855	0.753772	27	23	158	148	1	2
689	-0.300227	0.618007	-0.079448	0.531663	49	41	158	148	0	2
690	-0.274967	0.608337	0.237294	0.406214	21	17	158	148	0	2
691	-0.545185	0.707257	-0.558225	0.711731	65	57	158	148	0	2
692	-0.306394	0.620358	-0.687423	0.754268	17	16	158	148	0	2
693	0.299313	0.382351	-0.967272	0.834097	38	32	158	148	1	2
694	-0.229055	0.590591	0.011157	0.495549	10	6	158	148	0	2
695	-0.535043	0.703755	-0.431018	0.666802	57	49	158	148	0	2
696	-0.453855	0.675069	-0.556313	0.711077	45	38	158	148	0	2
697	-0.475118	0.682691	-1.155324	0.877923	41	37	158	148	0	2
698	-0.304226	0.619532	0.583057	0.279927	34	31	158	148	0	2
699	-0.857157	0.804779	-0.709820	0.761293	161	120	158	148	0	2
700	-0.497386	0.690591	-1.007632	0.844158	122	99	158	148	0	2
701	-0.299432	0.617704	0.022431	0.491052	27	23	158	148	0	2
702	-0.366653	0.643078	0.751694	0.226118	28	20	158	148	0	2
703	-0.193613	0.576763	-0.193509	0.576723	10	10	158	148	0	2
704	-0.360130	0.640642	-0.283267	0.611522	31	27	158	148	0	2
705	-0.416765	0.661602	0.787458	0.215507	53	41	158	148	0	2
706	-0.324537	0.627246	1.330134	0.091737	22	15	158	148	0	2
707	-0.328550	0.628764	-0.622486	0.733306	21	18	158	148	0	2
708	-0.275267	0.608452	1.098499	0.135993	19	12	158	148	0	2
709	0.212900	0.415703	-0.415657	0.661196	27	24	158	148	2	2
710	1.292064	0.098168	-0.230322	0.591084	72	59	158	148	2	2
711	0.295205	0.383919	-0.628114	0.735157	38	26	158	148	1	2
712	2.155735	0.015552	1.394681	0.081556	518	362	158	148	3	2
713	-0.419303	0.662530	-0.943139	0.827907	95	76	158	148	0	2
714	0.862433	0.194225	-0.094970	0.537831	48	38	158	148	2	2
715	-0.319787	0.625446	-0.482914	0.685466	12	6	158	148	0	2
716	-0.300563	0.618136	-1.415471	0.926971	11	3	158	148	0	2
717	-0.587303	0.721593	-0.492437	0.688843	81	63	158	148	0	2
718	-0.735447	0.769200	-0.566688	0.714618	111	79	158	148	0	2
719	-0.468667	0.680386	-0.485269	0.686303	45	32	158	148	0	2
720	2.451585	0.007111	0.897576	0.184706	176	95	158	148	3	2
721	-0.360782	0.640885	-1.116318	0.869460	23	19	158	148	0	2
722	-0.252729	0.599767	-0.640066	0.739067	11	9	158	148	0	2
723	-0.653098	0.743296	-0.503713	0.692821	112	86	158	148	0	2
724	-0.363524	0.641910	-0.791448	0.785980	26	16	158	148	0	2
725	-0.550637	0.709132	-0.493824	0.689333	210	149	158	148	3	2
726	-0.288220	0.613419	-0.209162	0.582843	13	12	158	148	0	2
727	-0.465285	0.679175	-0.558063	0.711676	51	43	158	148	0	2
728	-0.211702	0.583834	0.403961	0.343121	11	7	158	148	0	2
729	-0.625750	0.734381	-0.377323	0.647052	251	208	158	148	1	2
730	2.526763	0.005756	3.289185	0.000502	46	37	158	148	1	2
731	-0.290245	0.614194	0.264541	0.395682	43	39	158	148	0	2
732	-0.280831	0.610588	0.202275	0.419851	29	21	158	148	0	2
733	-0.206950	0.581979	-0.159438	0.563340	184	149	158	148	2	2
734	-0.319787	0.625446	0.462727	0.321780	12	10	158	148	0	2
735	-0.326564	0.628013	0.684757	0.246749	28	22	158	148	0	2
736	-0.320608	0.625758	-1.053656	0.855187	39	33	158	148	0	2
737	-0.204578	0.581053	0.524049	0.300122	15	11	158	148	0	2
738	-0.392371	0.652630	0.734610	0.231288	93	83	158	148	0	2
739	-0.406356	0.657784	-0.987504	0.839186	64	51	158	148	0	2
740	-0.295779	0.616310	-0.044027	0.517559	25	24	158	148	0	2
741	-0.369439	0.644118	0.174032	0.430920	16	14	158	148	0	2
742	-0.232776	0.592037	5.291133	0.000000	13	11	158	148	0	2
743	-0.465140	0.679123	-0.763220	0.777608	33	29	158	148	0	2
744	-0.347911	0.636061	2.299503	0.010738	16	9	158	148	0	2
745	-0.257848	0.601744	0.067482	0.473099	26	19	158	148	0	2
746	2.104801	0.017654	3.385788	0.000355	80	63	158	148	1	2
747	-0.088803	0.535381	-0.240028	0.594851	88	76	158	148	2	2
748	-0.239440	0.594623	-0.090762	0.536160	33	29	158	148	1	2
749	-0.237322	0.593801	0.945012	0.172326	11	10	158	148	0	2
750	-0.444760	0.671787	-0.608092	0.728544	74	62	158	148	0	2
751	-0.229126	0.590619	-0.650431	0.742433	25	19	158	148	0	2
752	-0.273352	0.607716	0.833177	0.202372	16	12	158	148	0	2
753	-0.215809	0.585435	4.910676	0.000000	11	9	158	148	0	2
754	-0.270317	0.606549	1.940673	0.026149	10	7	158	148	0	2
755	-0.197309	0.578210	-0.303214	0.619146	10	8	158	148	0	2
756	-0.431509	0.666981	-0.923630	0.822806	45	39	158	148	0	2
757	-0.411641	0.659724	-1.025784	0.848564	35	24	158	148	0	2
758	-0.258409	0.601960	1.088370	0.138216	26	24	158	148	0	2
759	-0.288108	0.613376	-1.306624	0.907896	15	14	158	148	0	2
760	-0.354485	0.638528	-0.563068	0.713385	32	28	158	148	0	2
761	-0.260070	0.602601	-0.422324	0.663634	241	207	158	148	3	2
762	-0.261245	0.603055	-0.131680	0.552383	25	24	158	148	0	2
763	-0.239463	0.594632	0.071346	0.471561	20	19	158	148	0	2
764	-0.329938	0.629289	-0.572489	0.716589	32	27	158	148	0	2
765	-0.274943	0.608327	-0.375421	0.646345	805	569	158	148	6	2
766	-0.230258	0.591059	1.696196	0.044924	16	11	158	148	0	2
767	0.350589	0.362949	0.229806	0.409121	27	24	158	148	2	2
768	-0.220334	0.587198	-0.426475	0.665148	14	13	158	148	0	2
769	-0.252143	0.599541	1.926674	0.027010	15	13	158	148	0	2
770	-0.242616	0.595854	-0.880041	0.811098	14	13	158	148	0	2
771	-0.258902	0.602151	1.069869	0.142339	13	12	158	148	0	2
772	-0.339238	0.632799	0.579981	0.280964	195	152	158	148	1	2
773	-0.233453	0.592300	-0.158196	0.562851	15	13	158	148	0	2
774	-0.267109	0.605314	1.807605	0.035334	11	11	158	148	0	2
775	-0.281701	0.610921	0.214119	0.415227	32	24	158	148	0	2
776	-0.413369	0.660358	-0.604699	0.727415	68	57	158	148	0	2
777	-0.273264	0.607682	0.238933	0.405579	27	20	158	148	0	2
778	-0.191494	0.575933	-0.057097	0.522766	13	12	158	148	0	2
779	-0.205917	0.581576	3.100231	0.000967	23	19	158	148	1	2
780	-0.258913	0.602155	-0.000641	0.500256	25	22	158	148	0	2
781	-0.004782	0.501908	-0.310243	0.621822	89	78	158	148	1	2
782	3.263279	0.000551	1.149636	0.125147	69	55	158	148	2	2
783	-0.313698	0.623135	-0.439458	0.669867	18	17	158	148	0	2
784	-0.311587	0.622333	-0.165749	0.565825	121	96	158	148	1	2
785	2.502047	0.006174	1.308550	0.095343	56	51	158	148	3	2
786	-0.334788	0.631121	0.465065	0.320943	44	41	158	148	0	2
787	-0.284547	0.612012	1.358986	0.087076	12	10	158	148	0	2
788	-0.492343	0.688810	0.277377	0.390745	63	57	158	148	0	2
789	-0.334037	0.630837	-0.666291	0.747542	30	27	158	148	0	2
790	-0.276364	0.608873	-0.666829	0.747715	22	18	158	148	0	2
791	1.698844	0.044674	0.688697	0.245507	29	27	158	148	1	2
792	-0.265097	0.604539	-0.024751	0.509873	28	25	158	148	0	2
793	-0.233320	0.592248	0.297908	0.382887	94	81	158	148	1	2
794	-0.304768	0.619738	2.213616	0.013428	53	46	158	148	1	2
795	-0.333227	0.630531	-0.858925	0.805272	21	20	158	148	0	2
796	-0.381384	0.648561	-1.024070	0.848151	30	24	158	148	0	2
797	0.000153	0.499939	0.871853	0.191644	49	45	158	148	1	2
798	-0.532455	0.702859	-0.516253	0.697218	56	44	158	148	0	2
799	-0.268666	0.605914	-1.092760	0.864193	17	11	158	148	0	2
800	-0.281617	0.610889	-0.047104	0.518785	14	13	158	148	0	2
801	-0.255440	0.600814	0.112409	0.455249	12	10	158	148	0	2
802	-0.639408	0.738852	-0.249467	0.598506	92	74	158	148	0	2
803	-0.328191	0.628629	1.785651	0.037078	17	14	158	148	0	2
804	2.081287	0.018704	0.565568	0.285844	32	29	158	148	1	2
805	-0.324663	0.627294	0.109777	0.456293	22	18	158	148	0	2
806	4.369332	0.000006	-0.063884	0.525469	15	12	158	148	1	2
807	-0.305980	0.620200	-0.347372	0.635859	31	30	158	148	0	2
808	-0.284940	0.612163	0.305841	0.379863	15	15	158	148	0	2
809	-0.310095	0.621766	-0.815662	0.793020	24	20	158	148	0	2
810	-0.247857	0.597883	0.507598	0.305868	17	11	158	148	0	2
811	-0.356490	0.639279	0.599449	0.274437	22	22	158	148	0	2
812	-0.534135	0.703441	-0.407860	0.658337	51	44	158	148	0	2
813	-0.253259	0.599972	0.296553	0.383404	25	17	158	148	0	2
814	-0.291908	0.614830	0.170686	0.432235	37	31	158	148	0	2
815	-0.310329	0.621855	-0.355528	0.638919	27	21	158	148	0	2
816	-0.296281	0.616501	-0.327600	0.628405	33	27	158	148	0	2
817	-0.267086	0.605305	0.763245	0.222659	15	12	158	148	0	2
818	1.981067	0.023792	0.828974	0.203560	284	193	158	148	3	2
819	-0.248355	0.598076	0.323480	0.373166	11	8	158	148	0	2
820	-0.215404	0.585278	-0.622875	0.733434	11	9	158	148	0	2
821	0.855381	0.196170	-0.129515	0.551526	48	38	158	148	1	2
822	-0.245207	0.596857	0.472280	0.318363	15	11	158	148	0	2
823	-0.259016	0.602195	-0.191749	0.576033	23	22	158	148	0	2
824	-0.266181	0.604957	-0.482635	0.685367	14	14	158	148	0	2
825	-0.289143	0.613773	-0.187049	0.574192	21	20	158	148	0	2
826	1.957059	0.025170	0.872155	0.191562	78	71	158	148	3	2
827	-0.239438	0.594622	-0.145958	0.558024	27	21	158	148	0	2
828	-0.241329	0.595355	-0.474184	0.682357	19	17	158	148	0	2
829	-0.236279	0.593397	1.024212	0.152868	10	7	158	148	0	2
830	-0.420788	0.663072	-0.825006	0.795702	38	34	158	148	0	2
831	-0.261314	0.603081	-0.450259	0.673773	36	27	158	148	0	2
832	1.483361	0.068989	0.596805	0.275319	330	235	158	148	3	2
833	-0.673163	0.749739	-0.520121	0.698569	137	106	158	148	1	2
834	-0.269582	0.606266	-1.004575	0.843409	56	40	158	148	0	2
835	-0.394029	0.653242	-0.909702	0.819112	100	77	158	148	0	2
836	-0.597511	0.725017	-0.622862	0.733430	85	68	158	148	0	2
837	-0.274088	0.607999	-0.216905	0.585863	23	18	158	148	0	2
838	-0.260116	0.602619	-0.650428	0.742432	15	13	158	148	0	2
839	0.023320	0.490697	-0.904298	0.817667	172	147	158	148	1	2
840	-0.292306	0.614982	-0.061658	0.524583	28	23	158	148	0	2
841	-0.307632	0.620829	-0.759696	0.776551	50	43	158	148	0	2
842	-0.288745	0.613620	-0.507960	0.694313	54	44	158	148	0	2
843	-0.275777	0.608648	0.402806	0.343545	31	27	158	148	0	2
844	-0.221571	0.587680	-0.162239	0.564443	11	8	158	148	0	2
845	-0.249003	0.598326	-0.092681	0.536922	10	10	158	148	0	2
846	-0.271313	0.606932	-0.765074	0.778163	30	29	158	148	0	2
847	-0.083535	0.533287	-0.314521	0.623448	19	15	158	148	1	2
848	0.054997	0.478070	-0.287779	0.613251	408	307	158	148	5	2
849	0.986462	0.161953	1.226946	0.109921	122	80	158	148	3	2
850	-0.272729	0.607476	-0.286919	0.612921	16	13	158	148	0	2
851	-0.284509	0.611998	-0.462843	0.678300	28	21	158	148	0	2
852	-0.250908	0.599063	-0.297190	0.616848	32	28	158	148	0	2
853	-0.261653	0.603212	-0.624474	0.733961	18	15	158	148	0	2
854	5.121335	0.000000	0.800369	0.211749	81	58	158	148	1	2
855	-0.221285	0.587569	-0.609325	0.728953	10	9	158	148	0	2
856	-0.210521	0.583373	0.135442	0.446131	18	14	158	148	0	2
857	-0.518430	0.697979	-0.855550	0.804331	112	91	158	148	1	2
858	-0.269880	0.606381	-0.355927	0.639068	25	20	158	148	0	2
859	-0.506320	0.693737	-1.109282	0.867899	61	54	158	148	0	2
860	-0.281629	0.610894	-0.435391	0.668392	10	6	158	148	0	2
861	-0.525429	0.700419	3.745272	0.000090	188	152	158	148	0	2
862	-0.089203	0.535540	0.034483	0.486246	122	86	158	148	1	2
863	1.782804	0.037309	3.256584	0.000564	64	39	158	148	1	2
864	-0.469331	0.680624	0.110230	0.456113	86	70	158	148	0	2
865	-0.255929	0.601003	0.714870	0.237345	11	7	158	148	0	2
866	-0.475856	0.682954	-0.180326	0.571554	107	88	158	148	1	2
867	-0.266715	0.605163	-0.637039	0.738079	41	34	158	148	1	2
868	-0.192351	0.576269	-0.409197	0.658828	478	403	158	148	4	2
869	-0.268020	0.605665	1.227823	0.109757	23	16	158	148	0	2
870	-0.372592	0.645292	0.350986	0.362799	34	30	158	148	0	2
871	-0.504064	0.692944	-0.443717	0.671410	168	142	158	148	1	2
872	8.592695	0.000000	2.828847	0.002336	31	24	158	148	1	2
873	-0.256035	0.601044	0.145540	0.442142	13	12	158	148	0	2
874	2.468073	0.006792	4.507152	0.000003	62	26	158	148	3	2
875	-0.261093	0.602996	-0.072130	0.528751	12	12	158	148	0	2
876	0.425917	0.335084	-0.138796	0.555196	13	12	158	148	1	2
877	-0.214627	0.584975	-0.724300	0.765778	13	12	158	148	0	2
878	-0.318692	0.625031	0.134655	0.446442	27	23	158	148	0	2
879	-0.257044	0.601434	3.805666	0.000071	14	13	158	148	0	2
880	-0.716034	0.763224	-1.551166	0.948484	79	68	158	148	0	2
881	-0.475755	0.682918	3.709990	0.000104	81	70	158	148	0	2
882	-0.541065	0.705837	-0.382634	0.649024	65	51	158	148	0	2
883	-0.269342	0.606174	1.168319	0.121339	29	25	158	148	0	2
884	-0.265953	0.604869	-0.326514	0.627995	39	28	158	148	0	2
885	-0.370732	0.644599	-0.550056	0.708932	35	31	158	148	0	2
886	-0.288231	0.613423	-0.310483	0.621914	19	17	158	148	0	2
887	-0.291917	0.614834	0.353378	0.361903	18	16	158	148	0	2
888	-0.220707	0.587344	-0.143423	0.557024	17	10	158	148	0	2
889	-0.238942	0.594430	5.266401	0.000000	11	9	158	148	0	2
890	-0.217063	0.585924	1.581904	0.056836	14	11	158	148	0	2
891	-0.213055	0.584362	-0.556756	0.711229	11	10	158	148	0	2
892	-0.255863	0.600978	0.207732	0.417719	20	17	158	148	0	2
893	-0.353920	0.638316	0.006845	0.497269	43	39	158	148	0	2
894	-0.342442	0.634005	0.167566	0.433462	25	23	158	148	0	2
895	-0.363051	0.641734	-0.211903	0.583912	78	64	158	148	0	2
896	-0.251435	0.599267	5.433267	0.000000	13	10	158	148	0	2
897	-0.275555	0.608563	-0.275988	0.608729	16	15	158	148	0	2
898	-0.309231	0.621437	0.390072	0.348242	51	47	158	148	0	2
899	-0.272867	0.607529	0.479493	0.315794	27	25	158	148	0	2
900	-0.235818	0.593218	-0.193728	0.576808	17	14	158	148	0	2
901	-0.189830	0.575282	-0.036415	0.514524	18	9	158	148	0	2
902	-0.244258	0.596490	2.044055	0.020474	12	11	158	148	0	2
903	-0.253554	0.600086	-0.015943	0.506360	19	17	158	148	0	2
904	-0.261678	0.603222	1.591245	0.055777	17	13	158	148	0	2
905	-0.304767	0.619738	2.438795	0.007368	22	17	158	148	0	2
906	-0.246749	0.597454	1.810766	0.035088	11	5	158	148	0	2
907	-0.268629	0.605899	2.453804	0.007068	19	14	158	148	0	2
